"Id","Code","Name","Standard Class","Domain","Vocab","Validity","Concept"
1592758,1927026,"aspirin 250 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Effervescent Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1718407,1856538,"aspirin / dipyridamole Extended Release Oral Capsule","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
1718408,1856540,"aspirin / dipyridamole Extended Release Oral Capsule [Aggrenox]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
1718409,1856542,"aspirin 25 MG / dipyridamole 200 MG Extended Release Oral Capsule","Clinical Drug","Drug","RxNorm","Valid","Standard"
1718410,1856543,"aspirin 25 MG / dipyridamole 200 MG Extended Release Oral Capsule [Aggrenox]","Branded Drug","Drug","RxNorm","Valid","Standard"
1718970,1811629,"aspirin / omeprazole Delayed Release Oral Tablet","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
1718971,1811631,"aspirin 81 MG / omeprazole 40 MG Delayed Release Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1718972,1811632,"aspirin 325 MG / omeprazole 40 MG Delayed Release Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1719000,1811912,"aspirin 325 MG / omeprazole 40 MG [Yosprala]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
1719001,1811913,"aspirin / omeprazole Delayed Release Oral Tablet [Yosprala]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
1719004,1811916,"aspirin 325 MG / omeprazole 40 MG Delayed Release Oral Tablet [Yosprala]","Branded Drug","Drug","RxNorm","Valid","Standard"
1719005,1811917,"aspirin 81 MG / omeprazole 40 MG [Yosprala]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
1719006,1811918,"aspirin 81 MG / omeprazole 40 MG Delayed Release Oral Tablet [Yosprala]","Branded Drug","Drug","RxNorm","Valid","Standard"
19001042,102597,"aspirin 300 MG Oral Tablet [Laboprin]","Branded Drug","Drug","RxNorm","Valid","Standard"
19001043,102598,"aspirin 600 MG Oral Tablet [Paynocil]","Branded Drug","Drug","RxNorm","Valid","Standard"
19001044,102599,"aspirin 324 MG Delayed Release Oral Tablet [Caprin]","Branded Drug","Drug","RxNorm","Valid","Standard"
19001045,102600,"aspirin 500 MG Extended Release Oral Tablet [Levius]","Branded Drug","Drug","RxNorm","Valid","Standard"
19001046,102601,"aspirin 600 MG Delayed Release Oral Tablet [Nu-Seals Aspirin]","Branded Drug","Drug","RxNorm","Valid","Standard"
19001047,102602,"aspirin 600 MG Oral Tablet [Palaprin Forte]","Branded Drug","Drug","RxNorm","Valid","Standard"
19001048,102603,"aspirin 600 MG Delayed Release Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19002900,103863,"aspirin 150 MG Rectal Suppository","Clinical Drug","Drug","RxNorm","Valid","Standard"
19003088,103954,"aspirin 75 MG Delayed Release Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19003127,103967,"aspirin 300 MG Delayed Release Oral Tablet [postMI]","Branded Drug","Drug","RxNorm","Valid","Standard"
19004043,104474,"aspirin 75 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19004044,104475,"aspirin 75 MG Disintegrating Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19005970,104899,"aspirin 300 MG Delayed Release Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19005991,104900,"aspirin 300 MG Delayed Release Oral Tablet [Caprin]","Branded Drug","Drug","RxNorm","Valid","Standard"
19006022,104914,"aspirin 400 MG / codeine 8 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19006734,574761,"acetaminophen 250 MG / aspirin 250 MG / caffeine 65 MG [Ex-Pain]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19009265,106799,"aspirin 500 MG / cyclizine 25 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19009270,106809,"aspirin 500 MG / glycine 133 MG Disintegrating Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19010175,108382,"aspirin 500 MG Extended Release Oral Tablet [Anadin All-Night]","Branded Drug","Drug","RxNorm","Valid","Standard"
19010176,108388,"aspirin 500 MG Disintegrating Oral Tablet [Aspro Clear Maximum Strength]","Branded Drug","Drug","RxNorm","Valid","Standard"
19010579,108847,"aspirin 75 MG Disintegrating Oral Tablet [postMI]","Branded Drug","Drug","RxNorm","Valid","Standard"
19010805,108951,"aspirin 75 MG Delayed Release Oral Tablet [postMI]","Branded Drug","Drug","RxNorm","Valid","Standard"
19012057,723528,"acetaminophen 250 MG / aspirin 250 MG [Excedrin Back & Body]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19013117,723531,"acetaminophen 250 MG / aspirin 250 MG / caffeine 65 MG [Anacin Advanced Headache Formula]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19015995,152575,"aspirin 75 MG Delayed Release Oral Tablet [Caprin]","Branded Drug","Drug","RxNorm","Valid","Standard"
19017410,153544,"ampicillin 250 MG Oral Capsule [Ampitrin]","Branded Drug","Drug","RxNorm","Valid","Standard"
19017431,153545,"ampicillin 500 MG Oral Capsule [Ampitrin]","Branded Drug","Drug","RxNorm","Valid","Standard"
19017432,153546,"ampicillin 25 MG/ML Oral Suspension [Ampitrin]","Branded Drug","Drug","RxNorm","Valid","Standard"
19017433,153547,"ampicillin 50 MG/ML Oral Suspension [Ampitrin]","Branded Drug","Drug","RxNorm","Valid","Standard"
19019154,197930,"aspirin 325 MG / meprobamate 200 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19020055,198470,"aspirin 486 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19020056,198480,"aspirin 500 MG / caffeine 32 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19020961,747234,"aspirin 81 MG [Fasprin]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19021511,199274,"aspirin 300 MG Oral Capsule","Clinical Drug","Drug","RxNorm","Valid","Standard"
19021575,199335,"aspirin 100 MG Delayed Release Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19022593,637541,"aspirin 325 MG / oxycodone hydrochloride 4.5 MG / oxycodone terephthalate 0.38 MG [Percodan]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19024148,200899,"aspirin 1.5 MG/ML Oral Solution [Platet]","Branded Drug","Drug","RxNorm","Valid","Standard"
19024358,200974,"aspirin 300 MG Oral Tablet [Claradin]","Branded Drug","Drug","RxNorm","Valid","Standard"
19024359,200975,"aspirin 1.5 MG/ML Oral Solution [Solprin]","Branded Drug","Drug","RxNorm","Valid","Standard"
19027738,204574,"acetaminophen 1.06 MG/ML / aspirin 2.2 MG/ML / caffeine 0.137 MG/ML Oral Solution","Clinical Drug","Drug","RxNorm","Valid","Standard"
19028034,204718,"aspirin 3.14 MG/ML / caffeine 0.152 MG/ML / salicylamide 0.941 MG/ML Oral Solution","Clinical Drug","Drug","RxNorm","Valid","Standard"
19028373,204906,"aspirin 1200 MG Rectal Suppository","Clinical Drug","Drug","RxNorm","Valid","Standard"
19028417,204935,"camphor 100 MG/ML Topical Solution","Clinical Drug","Drug","RxNorm","Valid","Standard"
19028821,205251,"acetaminophen 160 MG / aspirin 230 MG / caffeine 33 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19028858,205281,"aspirin 262.5 MG / caffeine 32.5 MG / salicylamide 30 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19032708,206515,"hydrocortisone 10 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML Otic Solution [Masporin Otic]","Branded Drug","Drug","RxNorm","Valid","Standard"
19032805,206523,"hydrocortisone 10 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML Otic Suspension [Masporin]","Branded Drug","Drug","RxNorm","Valid","Standard"
19033467,206789,"aspirin 975 MG Delayed Release Oral Tablet [Easprin]","Branded Drug","Drug","RxNorm","Valid","Standard"
19033468,206790,"aspirin 975 MG Delayed Release Oral Tablet [Entaprin]","Branded Drug","Drug","RxNorm","Valid","Standard"
19034071,206974,"aspirin 800 MG Extended Release Oral Tablet [Sloprin]","Branded Drug","Drug","RxNorm","Valid","Standard"
19034072,206975,"aspirin 800 MG Extended Release Oral Tablet [Zorprin]","Branded Drug","Drug","RxNorm","Valid","Standard"
19035387,207374,"aspirin 650 MG / butalbital 50 MG Oral Tablet [Axotal]","Branded Drug","Drug","RxNorm","Valid","Standard"
19040241,208985,"aspirin 325 MG / carisoprodol 200 MG Oral Tablet [Soma Compound]","Branded Drug","Drug","RxNorm","Valid","Standard"
19041281,209369,"acetaminophen 325 MG Oral Tablet [Adprin B]","Branded Drug","Drug","RxNorm","Valid","Standard"
19041425,209432,"acetaminophen 500 MG Oral Tablet [Adprin B]","Branded Drug","Drug","RxNorm","Valid","Standard"
19041509,209468,"acetaminophen 250 MG / aspirin 250 MG / caffeine 65 MG Oral Tablet [Excedrin]","Branded Drug","Drug","RxNorm","Valid","Standard"
19041510,209469,"acetaminophen 250 MG / aspirin 250 MG / caffeine 65 MG Oral Tablet [Genace brand of acetaminophen/aspirin/caffeine]","Branded Drug","Drug","RxNorm","Valid","Standard"
19041542,209472,"acetaminophen 250 MG / aspirin 250 MG / caffeine 65 MG Oral Tablet [Uni-Case]","Branded Drug","Drug","RxNorm","Valid","Standard"
19042498,209823,"aspirin 325 MG / meprobamate 200 MG Oral Tablet [Equagesic]","Branded Drug","Drug","RxNorm","Valid","Standard"
19042499,209824,"aspirin 325 MG / meprobamate 200 MG Oral Tablet [Micrainin]","Branded Drug","Drug","RxNorm","Valid","Standard"
19042519,567352,"hydrocortisone 10 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML [Masporin]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19042681,209867,"aspirin 325 MG / methocarbamol 400 MG Oral Tablet [Robaxisal]","Branded Drug","Drug","RxNorm","Valid","Standard"
19042768,209899,"acetaminophen 500 MG Oral Capsule [XS No Aspirin PR]","Branded Drug","Drug","RxNorm","Valid","Standard"
19042936,567775,"aspirin 800 MG [Zorprin]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19042982,572393,"aspirin 325 MG [Ecotrin]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19044083,210455,"aspirin 325 MG / pentazocine 12.5 MG Oral Tablet [Talwin Compound]","Branded Drug","Drug","RxNorm","Valid","Standard"
19045236,210864,"acetaminophen 115 MG / aspirin 210 MG / caffeine 16 MG / salicylamide 65 MG Oral Tablet [Saleto]","Branded Drug","Drug","RxNorm","Valid","Standard"
19046021,211300,"aspirin 400 MG / caffeine 32 MG Oral Tablet [Uni-Ann]","Branded Drug","Drug","RxNorm","Valid","Standard"
19046030,211310,"aspirin 325 MG / butalbital 50 MG / caffeine 40 MG Oral Capsule [Fiorinal]","Branded Drug","Drug","RxNorm","Valid","Standard"
19046078,828586,"aspirin 389 MG / caffeine 32.4 MG / propoxyphene hydrochloride 32 MG [Darvon Compound]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19046501,211830,"aspirin 81 MG Chewable Tablet [Med Aspirin]","Branded Drug","Drug","RxNorm","Valid","Standard"
19046506,211880,"aspirin 325 MG Oral Tablet [Genprin]","Branded Drug","Drug","RxNorm","Valid","Standard"
19046508,211890,"aspirin 500 MG Delayed Release Oral Tablet [Genacote]","Branded Drug","Drug","RxNorm","Valid","Standard"
19046611,211900,"aspirin 81 MG Oral Tablet [Minitabs]","Branded Drug","Drug","RxNorm","Valid","Standard"
19046612,211901,"aspirin 650 MG Oral Tablet [Aspir-trin]","Branded Drug","Drug","RxNorm","Valid","Standard"
19046613,211902,"aspirin 650 MG Oral Tablet [Bayer Aspirin]","Branded Drug","Drug","RxNorm","Valid","Standard"
19046742,212033,"aspirin 325 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19046904,212085,"aspirin 325 MG Delayed Release Oral Tablet [Ascriptin Enteric]","Branded Drug","Drug","RxNorm","Valid","Standard"
19046905,212086,"aspirin 325 MG Delayed Release Oral Tablet [Ecotrin]","Branded Drug","Drug","RxNorm","Valid","Standard"
19046933,212108,"camphor 100 MG/ML Topical Solution [Camphor Spirit]","Branded Drug","Drug","RxNorm","Valid","Standard"
19047696,213290,"acetaminophen 160 MG / aspirin 230 MG / caffeine 33 MG Oral Tablet [Supac]","Branded Drug","Drug","RxNorm","Valid","Standard"
19047856,576561,"aspirin 81 MG [YSP Aspirin]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19047860,576162,"aspirin 800 MG [Zero-Order Release]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19048381,848927,"aspirin 325 MG / oxycodone hydrochloride 4.84 MG [Endodan Reformulated May 2009]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19052675,572222,"aspirin 81 MG [Acuprin 81]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19053950,571734,"aspirin 400 MG / caffeine 32 MG [Anacin]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19055208,572164,"aspirin 81 MG [Ascriptin Enteric]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19055209,572392,"aspirin 325 MG [Ascriptin Enteric]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19055283,572229,"aspirin 650 MG [Aspir-trin]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19055285,571735,"aspirin 400 MG / caffeine 32 MG [Aspircaf]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19055571,568142,"aspirin 650 MG / butalbital 50 MG [Axotal]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19055684,235945,"aspirin 500 MG / caffeine 32 MG Oral Capsule","Clinical Drug","Drug","RxNorm","Valid","Standard"
19055992,572216,"aspirin 500 MG [Bayer Aspirin]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19055994,794228,"aspirin 81 MG [Bayer Aspirin]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19057224,848165,"aspirin 500 MG [Bufferin]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19057505,571736,"aspirin 400 MG / caffeine 32 MG [CP-2]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19059056,243670,"aspirin 81 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19059058,243684,"aspirin 400 MG / caffeine 30 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19059059,243686,"aspirin 162 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19059091,243709,"aspirin 325 MG / phenobarbital 15 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19059781,245390,"aspirin 325 MG Chewing Gum","Clinical Drug","Drug","RxNorm","Valid","Standard"
19059784,245405,"aspirin 650 MG / codeine 30 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19060036,246021,"aspirin 330 MG / dipyridamole 75 MG Oral Capsule","Clinical Drug","Drug","RxNorm","Valid","Standard"
19060437,246460,"aspirin 500 MG Oral Capsule","Clinical Drug","Drug","RxNorm","Valid","Standard"
19061988,834785,"aspirin 389 MG / caffeine 32.4 MG / propoxyphene hydrochloride 65 MG [Darvon Compound]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19062265,250204,"aspirin 500 MG / methocarbamol 400 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19062855,250475,"aspirin 100 MG Extended Release Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19062856,250476,"aspirin 300 MG Extended Release Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19062893,250483,"aspirin 325 MG / caffeine 50 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19063337,724546,"aspirin 325 MG / oxycodone hydrochloride 4.5 MG / oxycodone terephthalate 0.38 MG [Endodan]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19063402,250671,"acetaminophen 200 MG / aspirin 300 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19064133,573265,"aspirin 262.5 MG / caffeine 32.5 MG / salicylamide 30 MG [Emagrin]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19064286,251084,"aluminum aspirin 648 MG Extended Release Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19064693,251906,"aspirin 500 MG / cyclizine 13.2 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19064996,252302,"aspirin 100 MG / nafronyl 200 MG Oral Capsule","Clinical Drug","Drug","RxNorm","Valid","Standard"
19065038,252380,"aspirin 80 MG Delayed Release Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19065472,252857,"aspirin 81 MG Oral Capsule","Clinical Drug","Drug","RxNorm","Valid","Standard"
19065638,571753,"aspirin 325 MG / butalbital 50 MG / caffeine 40 MG [Fiormor]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19065662,571754,"aspirin 325 MG / butalbital 50 MG / caffeine 40 MG [Fiortal]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19066057,259081,"12 HR aspirin 25 MG / dipyridamole 200 MG Extended Release Oral Capsule","Quant Clinical Drug","Drug","RxNorm","Valid","Standard"
19066221,571775,"aspirin 325 MG / butalbital 50 MG / caffeine 40 MG [Fortabs]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19066727,572219,"aspirin 500 MG [Genacote]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19066728,574312,"aspirin 325 MG [Genacote]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19066842,571737,"aspirin 400 MG / caffeine 32 MG [Genasan]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19068002,572153,"aspirin 162 MG [Halfprin]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19068003,572166,"aspirin 81 MG [Halfprin]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19068100,260847,"aspirin 325 MG Oral Tablet [Bufferin]","Branded Drug","Drug","RxNorm","Valid","Standard"
19068121,260848,"aspirin 325 MG Oral Tablet [Buffex]","Branded Drug","Drug","RxNorm","Valid","Standard"
19068122,260849,"aspirin 325 MG Oral Tablet [Uni-Buff]","Branded Drug","Drug","RxNorm","Valid","Standard"
19068123,260851,"aspirin 325 MG Delayed Release Oral Tablet [Genacote]","Branded Drug","Drug","RxNorm","Valid","Standard"
19069633,571776,"aspirin 325 MG / butalbital 50 MG / caffeine 40 MG [Idenal]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19070272,571755,"aspirin 325 MG / butalbital 50 MG / caffeine 40 MG [Isollyl]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19070967,571756,"aspirin 325 MG / butalbital 50 MG / caffeine 40 MG [Laniroif]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19072178,307677,"acetaminophen 325 MG / aspirin 325 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19072191,571738,"aspirin 400 MG / caffeine 32 MG [Major-Cin]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19072328,307754,"aluminum hydroxide 300 MG / aspirin 325 MG / magnesium hydroxide 300 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19072355,307765,"aluminum hydroxide 75 MG / aspirin 325 MG / calcium carbonate 75 MG / magnesium hydroxide 75 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19072356,307766,"aluminum hydroxide 75 MG / aspirin 325 MG / magnesium hydroxide 75 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19072499,567346,"hydrocortisone 10 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML [Masporin Otic]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19072677,572161,"aspirin 81 MG [Med Aspirin]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19073359,572228,"aspirin 81 MG [Minitabs]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19073362,308278,"acetaminophen 115 MG / aspirin 210 MG / caffeine 16 MG / salicylamide 65 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19073364,308281,"acetaminophen 125 MG / aspirin 240 MG / caffeine 32 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19073367,308284,"acetaminophen 129 MG / aspirin 259 MG / caffeine 16.2 MG Oral Capsule","Clinical Drug","Drug","RxNorm","Valid","Standard"
19073369,308287,"acetaminophen 160 MG / aspirin 230 MG / caffeine 33 MG / calcium gluconate 60 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19073397,545873,"acetaminophen 250 MG / aspirin 500 MG / caffeine 32.5 MG / salicylamide 150 MG [Levacet]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19073402,308290,"acetaminophen 163 MG / aspirin 228 MG / caffeine 32.5 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19073403,308291,"acetaminophen 162 MG / aspirin 162 MG / caffeine 16.2 MG / salicylamide 162 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19073408,308297,"acetaminophen 250 MG / aspirin 250 MG / caffeine 65 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19073529,308355,"aspirin 195 MG / butalbital 50 MG / caffeine 44 MG / phenacetin 130 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19073530,308356,"aspirin 200 MG / butalbital 50 MG / caffeine 40 MG Oral Capsule","Clinical Drug","Drug","RxNorm","Valid","Standard"
19073551,308357,"aspirin 200 MG / butalbital 50 MG / caffeine 40 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19073552,308358,"aspirin 250 MG / ethoheptazine 75 MG / meprobamate 150 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19073553,308363,"aspirin 325 MG / caffeine 16 MG / salicylamide 95 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19073556,308366,"aspirin 454 MG / caffeine 32.4 MG / cinnamedrine 14.9 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19073557,308368,"aspirin 500 MG / caffeine 32.4 MG / cinnamedrine 14.9 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19073558,308369,"aspirin 648 MG / butalbital 50 MG / caffeine 40 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19073559,308370,"aspirin 650 MG / caffeine 32 MG / salicylamide 195 MG Oral Powder","Clinical Drug","Drug","RxNorm","Valid","Standard"
19073649,308402,"aspirin 165 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19073650,308403,"aspirin 165 MG Delayed Release Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19073671,308404,"aspirin 228 MG / caffeine 32.5 MG Oral Capsule","Clinical Drug","Drug","RxNorm","Valid","Standard"
19073674,308408,"aspirin 390 MG / caffeine 16.2 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19073675,308409,"aspirin 500 MG Delayed Release Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19073677,308411,"aspirin 650 MG Delayed Release Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19073678,308412,"aspirin 650 MG Extended Release Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19073679,308413,"aspirin 65 MG Chewable Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19073680,308414,"aspirin 75 MG Chewable Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19073711,308415,"aspirin 800 MG Extended Release Oral Capsule","Clinical Drug","Drug","RxNorm","Valid","Standard"
19073712,308416,"aspirin 81 MG Delayed Release Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19073713,308417,"aspirin 975 MG Delayed Release Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19073714,308418,"aspirin 975 MG Extended Release Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19075751,309446,"aluminum hydroxide 75 MG / aspirin 325 MG / codeine 15 MG / magnesium hydroxide 75 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19075755,309450,"aspirin 325 MG / butalbital 50 MG / caffeine 40 MG / codeine 15 MG Oral Capsule","Clinical Drug","Drug","RxNorm","Valid","Standard"
19075759,309454,"aspirin 389 MG / caffeine 32 MG / codeine 16 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19075802,309472,"aspirin 325 MG / butalbital 50 MG / caffeine 40 MG / codeine 30 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19075803,309473,"aspirin 380 MG / caffeine 30 MG / codeine 30 MG Oral Capsule","Clinical Drug","Drug","RxNorm","Valid","Standard"
19075806,309477,"aspirin 325 MG / butalbital 50 MG / caffeine 40 MG / codeine 7.5 MG Oral Capsule","Clinical Drug","Drug","RxNorm","Valid","Standard"
19076264,571739,"aspirin 400 MG / caffeine 32 MG [P-A-C Analgesic]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19077075,724619,"aspirin 325 MG / oxycodone hydrochloride 2.25 MG / oxycodone terephthalate 0.19 MG [Percodan]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19078591,828599,"aspirin 389 MG / caffeine 32.4 MG / propoxyphene hydrochloride 65 MG [Propoxyphene Compound 65]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19079010,571741,"aspirin 400 MG / caffeine 32 MG [Q-Acin]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19079173,312097,"aspirin 150 MG / caffeine 8 MG / ipecac 1.5 MG / opium 1.5 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19079175,312100,"aspirin 324 MG / caffeine 32 MG / ipecac 2.43 MG / opium 2.43 MG Oral Capsule","Clinical Drug","Drug","RxNorm","Valid","Standard"
19079895,313802,"aspirin 385 MG / caffeine 60 MG / orphenadrine 50 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19079897,313804,"aspirin 227.5 MG / caffeine 32.5 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19079898,313805,"aspirin 324 MG / phenyltoloxamine citrate 20 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19079899,313806,"aspirin 356.4 MG / caffeine 30 MG Oral Capsule","Clinical Drug","Drug","RxNorm","Valid","Standard"
19079900,313807,"aspirin 65 MG Rectal Suppository","Clinical Drug","Drug","RxNorm","Valid","Standard"
19079994,572211,"aspirin 325 MG [Ridiprin]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19080480,571342,"acetaminophen 115 MG / aspirin 210 MG / caffeine 16 MG / salicylamide 65 MG [Saleto]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19080929,315420,"aspirin 356.4 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
19080930,315421,"aspirin 390 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
19080951,315430,"aspirin 800 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
19081305,567774,"aspirin 800 MG [Sloprin]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19081405,569627,"aspirin 325 MG / carisoprodol 200 MG [Soma Compound]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
